Date,Open,High,Low,Close,Volume,Close_clean,Noise
2022-06-01,266.84186825760014,269.25623459703166,261.8385798988137,264.14630126953125,25292200,296.1697939587765,-32.023492689245245
2022-06-02,256.4183173881909,266.30851221318625,253.65486971991317,266.2406311035156,44008200,289.79117642233024,-23.550545318814613
2022-06-03,262.1003534639654,265.14500204030634,260.25806469793486,261.81915283203125,28059000,283.2581548126305,-21.439001980599244
2022-06-06,263.79720697367605,265.85281527967646,259.10420716791305,260.5877380371094,22400300,276.6310478920346,-16.043309854925212
2022-06-07,258.54183590473656,264.83471731044557,257.8630839124664,264.2238464355469,22860700,269.91551704645957,-5.691670610912695
2022-06-08,263.4578015962176,264.70863088470054,261.42157544049917,262.1972961425781,17372300,263.19936335297035,-1.0020672103922266
2022-06-09,259.647196979162,264.42745982638615,256.59287219967115,256.7480163574219,26439700,256.7445820927429,0.003434264678958243
2022-06-10,252.6658293283701,252.6658293283701,244.86033026242535,245.30636596679688,31422800,250.52167577739897,-5.215309810602093
2022-06-13,237.66570001230667,241.45695191998857,234.1944273628666,234.9022521972656,46135800,244.91004105452427,-10.007788857258674
2022-06-14,236.4536738145781,238.27658064725975,234.17504027372604,237.0645446777344,28651500,240.18406493539612,-3.119520257661719
2022-06-15,240.76852264492,247.54623321805892,238.9359248223612,244.11373901367188,33111700,236.5429731178269,7.570765895844971
2022-06-16,238.50925737974993,239.90552503927643,235.63916478659823,237.52993774414065,33169200,234.07129367830794,3.458644065832715
2022-06-17,237.26815342919429,242.892003168209,236.61850393867869,240.12855529785156,43084800,232.96282200003378,7.165733297817781
2022-06-21,242.6592962620597,247.0129348663082,241.93207466775263,246.0336151123047,29928300,232.77083361275507,13.262781499549618
2022-06-22,244.23977847011096,249.3594317398159,242.7659386682965,245.4421234130859,25939900,233.44212820783213,11.999995205253782
2022-06-23,247.80802019464696,251.4925975110486,245.92693810206876,250.99807739257812,25861400,234.44197453173524,16.556102860842884
2022-06-24,253.8584834422403,259.8411054436494,253.7712204115489,259.5696105957031,33923200,235.60107646258217,23.968534133120954
2022-06-27,260.0640847254071,260.1513477506031,255.2838227151279,256.8449401855469,24615100,236.82054315323106,20.024397032315818
2022-06-28,255.9626306963356,258.80363608311393,248.53527026411476,248.69041442871097,27295500,238.02241889404934,10.667995534661628
2022-06-29,249.76665390613857,254.0136323572645,247.9922316052621,252.35557556152344,20069800,239.23248444861065,13.123091112912789
2022-06-30,249.24305888897192,251.64774884681984,245.21910548593416,249.0297393798828,31730900,240.5041629619164,8.52557641796642
2022-07-01,248.60316955646337,251.88049040442635,246.87721649105268,251.69625854492188,22837700,241.90504970614074,9.791208838781131
2022-07-05,248.3801241327607,254.99299984153143,247.0032529724364,254.866943359375,22941000,243.3920634859859,11.474879873389114
2022-07-06,255.73959933597524,259.8508160325724,254.4305945207555,258.1248779296875,23824400,244.89497038003145,13.229907549656048
2022-07-07,257.067970916459,260.8883105802799,256.97100212276746,260.24835205078125,20859900,246.24457635591338,14.003775694867869
2022-07-08,256.74796291447564,259.9574311836556,255.2935200278726,259.5307922363281,19658800,247.2965264022997,12.234265834028434
2022-07-11,257.5818628153171,258.4351408209991,254.2172499828831,256.47650146484375,19455200,248.34216454817044,8.134336916673305
2022-07-12,257.8048865798043,257.8630619352438,244.3852139665222,245.96571350097656,35868500,249.2636288764051,-3.297915375428545
2022-07-13,242.5914416607407,245.84939515245568,240.5746118996446,245.0446014404297,29497400,250.3559543669088,-5.311352926479117
2022-07-14,242.95985947563167,247.39105474069336,238.47047406309875,246.36325073242188,25102800,251.9299076034236,-5.566656871001726
2022-07-15,247.95345174668591,252.4622192726145,247.0323074429904,248.9230804443359,29774100,253.9679398297734,-5.044859385437491
2022-07-18,251.8610491607276,252.91794086907208,245.60694714545224,246.5280914306641,20975000,256.64756327018387,-10.119471839519775
2022-07-19,249.7569629365393,251.8319826861172,245.975416691355,251.6477508544922,25012600,259.9631153932086,-8.315364538716437
2022-07-20,252.00650426801573,256.8255603020686,251.04658128193176,254.3045196533203,22788300,263.722132467792,-9.417612814471681
2022-07-21,251.89980497891423,256.8449164174271,249.22362075768535,256.7964172363281,22404700,267.9702261594681,-11.173808923139973
2022-07-22,257.1843229934879,257.2715860310557,251.20173011136723,252.45252990722656,21881300,272.7354558329859,-20.282925925759343
2022-07-25,253.0730861428635,253.55790048413337,249.0103395957646,250.9689788818359,21056000,277.9131610259032,-26.944182144067298
2022-07-26,251.96770218262552,251.98711369487128,241.9902440697429,244.2494659423828,39348000,283.6238664604249,-39.37440051804208
2022-07-27,253.22823052881697,261.84821413779025,250.9883906372331,260.5780029296875,45994000,289.73253232258867,-29.154529392901168
2022-07-28,261.55728534989555,269.40157628828024,259.73437905297993,268.0150146484375,33459300,296.01378467064353,-27.99877002220603
2022-07-29,269.26594214524397,273.43533434326656,268.22843217911804,272.2135925292969,32152800,302.5413111337684,-30.3277186044715
2022-08-01,269.3822659732868,272.7371731572371,267.4623903988592,269.5664978027344,21539600,308.8543411345934,-39.28784333185905
2022-08-02,267.61760482879976,269.4502178480251,264.1075525724459,266.47344970703125,22754200,314.8730413815498,-48.39959167451855
2022-08-03,268.3544800041246,274.8897687407823,268.20901200946105,273.89105224609375,23518900,320.4741467977506,-46.58309455165687
2022-08-04,273.2413676766203,275.18062516074315,271.6608976832657,275.0351867675781,18098700,325.5355581002399,-50.50037133266176
2022-08-05,270.6719043348699,275.03523443029735,270.2161775634962,274.3177185058594,16774600,330.1431665352084,-55.82544802934905
2022-08-08,275.42306263435034,277.2362934376105,270.836737118106,271.8063659667969,18739200,334.4464212843624,-62.6400553175655
2022-08-09,271.1469795107976,274.48247496169216,269.17860487436343,273.7261657714844,23405200,338.294061418494,-64.5678956470096
2022-08-10,279.4179456049466,281.00812145710677,278.22529152278446,280.37786865234375,24687800,341.7674953839092,-61.38962673156544
2022-08-11,282.0165514391727,282.3656036148159,277.80836586315127,278.3028564453125,20065900,344.74109248536996,-66.43823604005746
2022-08-12,279.71852241187486,283.0443420410156,278.2252857983071,283.0443420410156,22619700,347.1207970228119,-64.0764549817963
2022-08-15,282.16193138302435,285.2453433252316,281.2989476986178,284.5569152832031,18085700,348.5644155819751,-64.00750029877196
2022-08-16,283.12184303694977,285.10959940447333,281.59954863684186,283.8199768066406,18102900,349.08896189468584,-65.26898508804521
2022-08-17,281.53652609959147,285.0443308942976,281.27418133685177,283.0718078613281,18253400,348.47908713361664,-65.40727927228852
2022-08-18,281.97382980141776,283.64513249063674,280.89524189994404,281.95440673828125,17186200,346.85690221629136,-64.90249547801011
2022-08-19,280.7202952926748,281.06039158484833,277.4748651159436,278.04815673828125,20570000,344.2980419796603,-66.24988524137905
2022-08-22,274.0933767758062,274.46262247376245,269.37099355295584,269.885986328125,25061100,340.8739313879941,-70.9879450598691
2022-08-23,268.61309814453125,270.96456356636963,267.60253558165664,268.61309814453125,17527400,336.8152501527992,-68.20215200826794
2022-08-24,267.61229110085856,269.38076836522134,267.32076724046834,267.9815368652344,18137000,332.2534991544565,-64.27196228922213
2022-08-25,269.4779119694947,271.12006518473976,266.74747418276837,270.95489501953125,16583400,327.36490987561336,-56.410014856082114
2022-08-26,271.1783719738918,272.40270697945806,260.3926709090645,260.4995422363281,27549300,322.32504004994223,-61.825497813614106
2022-08-29,258.32293054735436,259.8290331608574,256.3795570313367,257.7204895019531,20338500,317.1602837958392,-59.43979429388605
2022-08-30,259.11977448485726,259.4889906204249,253.2799263703164,255.52452087402344,22767100,311.9927810016207,-56.46826012759726
2022-08-31,257.8759964592217,259.54726943283595,253.9309204276981,254.0669708251953,24791800,307.2067364042461,-53.13976557905079
2022-09-01,251.5405573197411,253.5033836351562,248.1785292927467,253.02723693847656,23263400,302.53962802329914,-49.51239108482258
2022-09-02,254.29046300933095,257.2443697118644,247.265156339412,248.8101348876953,22855400,298.3822661696568,-49.572131281961504
2022-09-06,248.9462001827662,250.5300249496929,244.80680442412415,246.0797119140625,21328200,294.67282951527176,-48.59311760120926
2022-09-07,247.4886510615093,251.501707885987,246.05055859753543,250.7826690673828,24126700,291.2242248355043,-40.441555768121475
2022-09-08,250.21913202904068,253.05644149900624,247.57612734264936,251.2005157470703,20319900,288.00304065190085,-36.802524904830534
2022-09-09,253.124418506028,257.7205078743252,252.92037257528756,256.9722900390625,22084700,284.76521491464956,-27.79292487558706
2022-09-12,258.254948403488,259.8776786073918,257.65250725767163,259.1003112792969,18747700,281.23210021664164,-22.131788937344766
2022-09-13,251.51142329243044,253.02725242179903,244.46669355719365,244.8553771972656,33353300,277.6179121273716,-32.762534930106
2022-09-14,246.35179549361104,247.03197340498173,242.78570610485596,245.07888793945312,23913000,273.6991243193145,-28.620236379861353
2022-09-15,242.69824587426376,244.28208546979903,237.11104609083932,238.4325408935547,31530900,269.7473638277426,-31.31482293418793
2022-09-16,237.34423330622892,238.3547959701018,235.2065251235573,237.81065368652344,39791800,265.887876574629,-28.077222888105553
2022-09-19,235.60493213001268,238.19933446520724,234.0308040411177,237.59689331054688,26826900,262.41425587183727,-24.817362561290395
2022-09-20,235.21624880625103,236.6154654509246,232.8550419915071,235.58547973632812,26660300,259.2230207853598,-23.637541049031654
2022-09-21,237.35396708033133,240.64798513191113,232.13599826014465,232.18458557128903,28625600,256.7147660201719,-24.530180448882874
2022-09-22,231.1351727086708,236.95558294370812,230.8436784817332,234.15711975097656,31061200,254.55883457773544,-20.401714826758877
2022-09-23,232.75784365187135,234.30283689307328,228.54072660512503,231.1837158203125,34176000,253.01385280703337,-21.830136986720873
2022-09-26,230.3383971861503,234.6138138859922,230.1926352458672,230.72706604003903,27694200,252.13306452321666,-21.405998483177626
2022-09-27,233.1854060427787,234.95388322610455,227.86056625784224,229.71649169921875,27018700,251.62533435177343,-21.908842652554682
2022-09-28,230.10515720285915,235.4688726877208,228.084046805277,234.2445526123047,29029700,251.64001160427532,-17.395458991970628
2022-09-29,232.1262635921422,233.15624924797467,227.77311079462305,230.7756195068359,27484200,252.11972127769002,-21.34410177085411
2022-09-30,231.5432695900787,233.72956515957875,226.14069268839657,226.30587768554688,35694800,252.8885039536032,-26.582626268056316
2022-10-03,228.7448115784085,234.7692672584992,228.01604641968547,233.9239044189453,28880400,253.80232196941674,-19.878417550471426
2022-10-04,238.15071845977337,243.27151213771023,238.043832316815,241.8334197998047,34888400,254.58527350909634,-12.751853709291652
2022-10-05,239.0252869991492,243.48532670600565,237.18879918886907,242.14439392089844,20347100,254.98875267306127,-12.844358752162833
2022-10-06,240.91031948888855,243.25208841301955,239.1127076685333,239.80259704589844,20239900,255.05443313424215,-15.251836088343708
2022-10-07,234.07936404235068,234.4874855805171,226.5682285928,227.60794067382812,37769600,254.9175292275093,-27.30958855368118
