Date,Close,MA_short,MA_long,Signal,Action,Cash,Holdings,Equity
2023-07-19,192.58,167.78,163.84,BUY,HOLD,0.0,648.4623,124880.8
2023-07-20,190.64,167.48,164.55,BUY,HOLD,0.0,648.4623,123619.86
2023-07-21,189.46,166.9,165.12,BUY,HOLD,0.0,648.4623,122858.16
2023-07-24,190.26,166.05,165.52,BUY,HOLD,0.0,648.4623,123376.62
2023-07-25,191.12,164.92,165.74,SELL,SELL,123809.56,0.0,123809.56
2023-07-26,191.99,163.55,165.77,SELL,HOLD,123809.56,0.0,123809.56
2023-07-27,190.72,161.92,165.59,SELL,HOLD,123809.56,0.0,123809.56
2023-07-28,193.3,160.07,165.2,SELL,HOLD,123809.56,0.0,123809.56
2023-07-31,193.91,158.02,164.59,SELL,HOLD,123809.56,0.0,123809.56
2023-08-01,193.08,155.83,163.76,SELL,HOLD,123809.56,0.0,123809.56
2023-08-02,190.09,153.54,162.73,SELL,HOLD,123809.56,0.0,123809.56
2023-08-03,188.7,151.2,161.5,SELL,HOLD,123809.56,0.0,123809.56
2023-08-04,179.64,148.86,160.09,SELL,HOLD,123809.56,0.0,123809.56
2023-08-07,176.54,146.57,158.52,SELL,HOLD,123809.56,0.0,123809.56
2023-08-08,177.48,144.37,156.81,SELL,HOLD,123809.56,0.0,123809.56
2023-08-09,175.89,142.33,155.0,SELL,HOLD,123809.56,0.0,123809.56
2023-08-10,175.67,140.49,153.12,SELL,HOLD,123809.56,0.0,123809.56
2023-08-11,175.73,138.91,151.21,SELL,HOLD,123809.56,0.0,123809.56
2023-08-14,177.38,137.62,149.31,SELL,HOLD,123809.56,0.0,123809.56
2023-08-15,175.39,136.66,147.47,SELL,HOLD,123809.56,0.0,123809.56
2023-08-16,174.52,136.03,145.71,SELL,HOLD,123809.56,0.0,123809.56
2023-08-17,171.98,135.74,144.08,SELL,HOLD,123809.56,0.0,123809.56
2023-08-18,172.47,135.78,142.61,SELL,HOLD,123809.56,0.0,123809.56
2023-08-21,173.8,136.15,141.33,SELL,HOLD,123809.56,0.0,123809.56
2023-08-22,175.18,136.81,140.27,SELL,HOLD,123809.56,0.0,123809.56
2023-08-23,179.02,137.74,139.45,SELL,HOLD,123809.56,0.0,123809.56
2023-08-24,174.34,138.89,138.87,HOLD,HOLD,123809.56,0.0,123809.56
2023-08-25,176.54,140.22,138.54,BUY,BUY,0.0,700.6064,123685.75
2023-08-28,178.1,141.66,138.47,BUY,HOLD,0.0,700.6064,124779.9
2023-08-29,181.99,143.18,138.63,BUY,HOLD,0.0,700.6064,127501.35
2023-08-30,185.48,144.72,139.02,BUY,HOLD,0.0,700.6064,129945.88
2023-08-31,185.69,146.22,139.61,BUY,HOLD,0.0,700.6064,130098.22
2023-09-01,187.27,147.65,140.38,BUY,HOLD,0.0,700.6064,131199.27
2023-09-05,187.5,148.94,141.29,BUY,HOLD,0.0,700.6064,131365.48
2023-09-06,180.79,150.08,142.3,BUY,HOLD,0.0,700.6064,126663.45
2023-09-07,175.5,151.06,143.38,BUY,HOLD,0.0,700.6064,122958.63
2023-09-08,176.12,151.84,144.51,BUY,HOLD,0.0,700.6064,123387.98
2023-09-11,177.28,152.42,145.63,BUY,HOLD,0.0,700.6064,124205.11
2023-09-12,174.26,152.79,146.71,BUY,HOLD,0.0,700.6064,122086.11
2023-09-13,172.19,152.97,147.74,BUY,HOLD,0.0,700.6064,120638.81
2023-09-14,173.7,152.97,148.67,BUY,HOLD,0.0,700.6064,121698.32
2023-09-15,172.98,152.81,149.5,BUY,HOLD,0.0,700.6064,121192.78
2023-09-18,175.91,152.5,150.19,BUY,HOLD,0.0,700.6064,123242.53
2023-09-19,177.0,152.08,150.76,BUY,HOLD,0.0,700.6064,124004.3
2023-09-20,173.46,151.56,151.17,BUY,HOLD,0.0,700.6064,121525.17
2023-09-21,171.92,151.0,151.45,SELL,SELL,120324.45,0.0,120324.45
2023-09-22,172.77,150.38,151.59,SELL,HOLD,120324.45,0.0,120324.45
2023-09-25,174.04,149.75,151.59,SELL,HOLD,120324.45,0.0,120324.45
2023-09-26,169.97,149.1,151.48,SELL,HOLD,120324.45,0.0,120324.45
2023-09-27,168.46,148.48,151.27,SELL,HOLD,120324.45,0.0,120324.45
2023-09-28,168.71,147.86,150.95,SELL,HOLD,120324.45,0.0,120324.45
2023-09-29,169.23,147.24,150.56,SELL,HOLD,120324.45,0.0,120324.45
2023-10-02,171.74,146.62,150.1,SELL,HOLD,120324.45,0.0,120324.45
2023-10-03,170.4,146.0,149.59,SELL,HOLD,120324.45,0.0,120324.45
2023-10-04,171.65,145.36,149.04,SELL,HOLD,120324.45,0.0,120324.45
2023-10-05,172.88,144.71,148.45,SELL,HOLD,120324.45,0.0,120324.45
2023-10-06,175.43,144.0,147.83,SELL,HOLD,120324.45,0.0,120324.45
2023-10-09,176.92,143.27,147.19,SELL,HOLD,120324.45,0.0,120324.45
2023-10-10,176.32,142.45,146.53,SELL,HOLD,120324.45,0.0,120324.45
2023-10-11,177.72,141.6,145.84,SELL,HOLD,120324.45,0.0,120324.45
2023-10-12,178.62,140.67,145.13,SELL,HOLD,120324.45,0.0,120324.45
2023-10-13,176.78,139.72,144.4,SELL,HOLD,120324.45,0.0,120324.45
2023-10-16,176.65,138.72,143.64,SELL,HOLD,120324.45,0.0,120324.45
2023-10-17,175.1,137.72,142.85,SELL,HOLD,120324.45,0.0,120324.45
2023-10-18,173.8,136.73,142.04,SELL,HOLD,120324.45,0.0,120324.45
2023-10-19,173.43,135.75,141.22,SELL,HOLD,120324.45,0.0,120324.45
2023-10-20,170.88,134.83,140.37,SELL,HOLD,120324.45,0.0,120324.45
2023-10-23,171.0,134.01,139.52,SELL,HOLD,120324.45,0.0,120324.45
2023-10-24,171.43,133.32,138.68,SELL,HOLD,120324.45,0.0,120324.45
2023-10-25,169.12,132.78,137.85,SELL,HOLD,120324.45,0.0,120324.45
2023-10-26,164.96,132.42,137.07,SELL,HOLD,120324.45,0.0,120324.45
2023-10-27,166.27,132.29,136.34,SELL,HOLD,120324.45,0.0,120324.45
2023-10-30,168.32,132.4,135.68,SELL,HOLD,120324.45,0.0,120324.45
2023-10-31,168.79,132.76,135.13,SELL,HOLD,120324.45,0.0,120324.45
2023-11-01,171.95,133.37,134.69,SELL,HOLD,120324.45,0.0,120324.45
2023-11-02,175.51,134.25,134.4,HOLD,HOLD,120324.45,0.0,120324.45
2023-11-03,174.6,135.37,134.26,BUY,BUY,0.0,688.4398,120204.13
2023-11-06,177.15,136.73,134.29,BUY,HOLD,0.0,688.4398,121959.75
2023-11-07,179.71,138.33,134.52,BUY,HOLD,0.0,688.4398,123722.16
2023-11-08,180.77,140.13,134.94,BUY,HOLD,0.0,688.4398,124450.26
2023-11-09,180.3,142.09,135.56,BUY,HOLD,0.0,688.4398,124123.63
2023-11-10,184.48,144.18,136.39,BUY,HOLD,0.0,688.4398,127005.77
2023-11-13,182.9,146.36,137.41,BUY,HOLD,0.0,688.4398,125915.62
2023-11-14,185.51,148.61,138.62,BUY,HOLD,0.0,688.4398,127714.4
2023-11-15,186.08,150.88,140.01,BUY,HOLD,0.0,688.4398,128102.77
2023-11-16,187.76,153.14,141.55,BUY,HOLD,0.0,688.4398,129261.1
2023-11-17,187.74,155.34,143.23,BUY,HOLD,0.0,688.4398,129247.45
2023-11-20,189.48,157.45,145.02,BUY,HOLD,0.0,688.4398,130446.66
2023-11-21,188.68,159.48,146.89,BUY,HOLD,0.0,688.4398,129894.75
2023-11-22,189.34,161.36,148.83,BUY,HOLD,0.0,688.4398,130351.26
2023-11-24,188.02,163.08,150.79,BUY,HOLD,0.0,688.4398,129438.24
2023-11-27,187.84,164.6,152.74,BUY,HOLD,0.0,688.4398,129315.6
2023-11-28,188.44,165.93,154.66,BUY,HOLD,0.0,688.4398,129731.22
2023-11-29,187.42,167.05,156.53,BUY,HOLD,0.0,688.4398,129029.43
2023-11-30,188.0,167.93,158.3,BUY,HOLD,0.0,688.4398,129424.61
2023-12-01,189.27,168.59,159.97,BUY,HOLD,0.0,688.4398,130303.57
2023-12-04,187.48,169.0,161.49,BUY,HOLD,0.0,688.4398,129070.31
2023-12-05,191.43,169.17,162.86,BUY,HOLD,0.0,688.4398,131788.94
2023-12-06,190.34,169.07,164.06,BUY,HOLD,0.0,688.4398,131039.46
2023-12-07,192.27,168.73,165.06,BUY,HOLD,0.0,688.4398,132368.1
2023-12-08,193.7,168.14,165.86,BUY,HOLD,0.0,688.4398,133349.26
2023-12-11,191.19,167.29,166.45,BUY,HOLD,0.0,688.4398,131625.41
2023-12-12,192.71,166.2,166.81,SELL,SELL,132535.23,0.0,132535.23
2023-12-13,195.92,164.87,166.94,SELL,HOLD,132535.23,0.0,132535.23
2023-12-14,196.07,163.33,166.84,SELL,HOLD,132535.23,0.0,132535.23
2023-12-15,195.54,161.56,166.51,SELL,HOLD,132535.23,0.0,132535.23
2023-12-18,193.88,159.63,165.95,SELL,HOLD,132535.23,0.0,132535.23
2023-12-19,194.92,157.53,165.16,SELL,HOLD,132535.23,0.0,132535.23
2023-12-20,192.83,155.31,164.16,SELL,HOLD,132535.23,0.0,132535.23
2023-12-21,192.68,152.96,162.95,SELL,HOLD,132535.23,0.0,132535.23
2023-12-22,191.61,150.56,161.56,SELL,HOLD,132535.23,0.0,132535.23
2023-12-26,191.07,148.11,159.98,SELL,HOLD,132535.23,0.0,132535.23
2023-12-27,191.16,145.68,158.26,SELL,HOLD,132535.23,0.0,132535.23
2023-12-28,191.59,143.31,156.4,SELL,HOLD,132535.23,0.0,132535.23
2023-12-29,190.55,141.05,154.45,SELL,HOLD,132535.23,0.0,132535.23
2024-01-02,183.73,138.93,152.42,SELL,HOLD,132535.23,0.0,132535.23
2024-01-03,182.36,137.01,150.35,SELL,HOLD,132535.23,0.0,132535.23
2024-01-04,180.04,135.31,148.27,SELL,HOLD,132535.23,0.0,132535.23
2024-01-05,179.32,133.88,146.22,SELL,HOLD,132535.23,0.0,132535.23
2024-01-08,183.65,132.71,144.23,SELL,HOLD,132535.23,0.0,132535.23
2024-01-09,183.24,131.88,142.33,SELL,HOLD,132535.23,0.0,132535.23
2024-01-10,184.28,131.36,140.56,SELL,HOLD,132535.23,0.0,132535.23
2024-01-11,183.68,131.17,138.95,SELL,HOLD,132535.23,0.0,132535.23
2024-01-12,184.01,131.3,137.53,SELL,HOLD,132535.23,0.0,132535.23
2024-01-16,181.74,131.77,136.32,SELL,HOLD,132535.23,0.0,132535.23
2024-01-17,180.8,132.53,135.35,SELL,HOLD,132535.23,0.0,132535.23
2024-01-18,186.69,133.57,134.62,SELL,HOLD,132535.23,0.0,132535.23
2024-01-19,189.59,134.86,134.16,BUY,BUY,0.0,698.3617,132402.69
2024-01-22,191.9,136.36,133.96,BUY,HOLD,0.0,698.3617,134013.15
2024-01-23,193.17,138.04,134.02,BUY,HOLD,0.0,698.3617,134904.78
2024-01-24,192.5,139.86,134.34,BUY,HOLD,0.0,698.3617,134434.76
2024-01-25,192.17,141.79,134.91,BUY,HOLD,0.0,698.3617,134206.67
2024-01-26,190.44,143.77,135.71,BUY,HOLD,0.0,698.3617,132997.11
2024-01-29,189.76,145.76,136.72,BUY,HOLD,0.0,698.3617,132520.2
2024-01-30,186.11,147.72,137.91,BUY,HOLD,0.0,698.3617,129969.74
2024-01-31,182.5,149.62,139.26,BUY,HOLD,0.0,698.3617,127453.84
2024-02-01,184.94,151.43,140.73,BUY,HOLD,0.0,698.3617,129154.13
2024-02-02,183.94,153.09,142.3,BUY,HOLD,0.0,698.3617,128456.06
2024-02-05,185.75,154.61,143.92,BUY,HOLD,0.0,698.3617,129720.91
2024-02-06,187.35,155.94,145.57,BUY,HOLD,0.0,698.3617,130840.61
2024-02-07,187.46,157.09,147.21,BUY,HOLD,0.0,698.3617,130916.64
2024-02-08,186.38,158.05,148.82,BUY,HOLD,0.0,698.3617,130163.27
2024-02-09,187.15,158.81,150.36,BUY,HOLD,0.0,698.3617,130696.15
2024-02-12,185.46,159.38,151.81,BUY,HOLD,0.0,698.3617,129519.65
2024-02-13,183.37,159.76,153.16,BUY,HOLD,0.0,698.3617,128059.39
2024-02-14,182.49,159.95,154.38,BUY,HOLD,0.0,698.3617,127443.45
2024-02-15,182.2,159.97,155.45,BUY,HOLD,0.0,698.3617,127242.76
2024-02-16,180.67,159.8,156.37,BUY,HOLD,0.0,698.3617,126170.05
2024-02-20,179.92,159.52,157.13,BUY,HOLD,0.0,698.3617,125651.01
2024-02-21,180.68,159.1,157.72,BUY,HOLD,0.0,698.3617,126176.98
2024-02-22,182.71,158.59,158.16,BUY,HOLD,0.0,698.3617,127595.7
2024-02-23,180.87,157.98,158.44,SELL,SELL,126189.08,0.0,126189.08
2024-02-26,179.53,157.32,158.57,SELL,HOLD,126189.08,0.0,126189.08
2024-02-27,180.98,156.62,158.56,SELL,HOLD,126189.08,0.0,126189.08
2024-02-28,179.78,155.91,158.43,SELL,HOLD,126189.08,0.0,126189.08
2024-02-29,179.12,155.18,158.19,SELL,HOLD,126189.08,0.0,126189.08
2024-03-01,178.04,154.48,157.85,SELL,HOLD,126189.08,0.0,126189.08
2024-03-04,173.52,153.8,157.43,SELL,HOLD,126189.08,0.0,126189.08
2024-03-05,168.59,153.19,156.95,SELL,HOLD,126189.08,0.0,126189.08
2024-03-06,167.59,152.62,156.42,SELL,HOLD,126189.08,0.0,126189.08
2024-03-07,167.48,152.17,155.87,SELL,HOLD,126189.08,0.0,126189.08
2024-03-08,169.19,151.75,155.31,SELL,HOLD,126189.08,0.0,126189.08
2024-03-11,171.19,151.42,154.75,SELL,HOLD,126189.08,0.0,126189.08
2024-03-12,171.67,151.14,154.2,SELL,HOLD,126189.08,0.0,126189.08
2024-03-13,169.59,150.94,153.68,SELL,HOLD,126189.08,0.0,126189.08
2024-03-14,171.44,150.8,153.19,SELL,HOLD,126189.08,0.0,126189.08
2024-03-15,171.06,150.7,152.74,SELL,HOLD,126189.08,0.0,126189.08
2024-03-18,172.15,150.62,152.34,SELL,HOLD,126189.08,0.0,126189.08
2024-03-19,174.49,150.56,151.98,SELL,HOLD,126189.08,0.0,126189.08
2024-03-20,177.06,150.5,151.66,SELL,HOLD,126189.08,0.0,126189.08
2024-03-21,169.82,150.43,151.39,SELL,HOLD,126189.08,0.0,126189.08
2024-03-22,170.73,150.3,151.14,SELL,HOLD,126189.08,0.0,126189.08
2024-03-25,169.31,150.12,150.93,SELL,HOLD,126189.08,0.0,126189.08
2024-03-26,168.18,149.85,150.72,SELL,HOLD,126189.08,0.0,126189.08
