Date,Open,High,Low,Close,Volume
2019-01-02,92.93152817846168,94.98526069599663,92.36208280255053,94.39714813232422,35329300
2019-01-03,93.44497528124018,93.52899544733788,90.73777672947024,90.92448425292969,42579100
2019-01-04,93.09023513883162,95.69474615051092,92.35275649777576,95.15330505371094,44060600
2019-01-07,94.8825755223383,96.404204196358,94.2664586018881,95.27465057373047,35656100
2019-01-08,96.1894959624217,97.05766618568377,94.9479178896194,95.9654541015625,31514400
2019-01-09,96.9549772729364,97.9071605077314,96.37619475944942,97.33771514892578,32280800
2019-01-10,96.35753906761607,96.85230149231991,95.57338179056309,96.71227264404297,30067600
2019-01-11,96.3295247962696,96.56290381196195,94.88257205011203,95.9654541015625,28314200
2019-01-14,95.12527574993925,96.03078735166115,94.52782611786404,95.26530456542969,28437100
2019-01-15,95.6947360882696,98.06586780429797,95.10661639517912,98.02852630615234,31587600
2019-01-16,98.26192212273993,99.19543836944841,97.98186439986189,98.37393951416016,29853900
2019-01-17,98.01919477106101,99.5408235163855,97.79515289150422,99.06473541259766,28393000
2019-01-18,100.3156398335089,100.72638919898468,98.86869414340933,100.54901885986328,37427600
2019-01-22,99.65284603559897,99.97957525390608,97.8885011345778,98.65398406982422,32371300
2019-01-23,99.06472274050611,99.92355577075004,98.33657426130415,99.61549377441406,25874300
2019-01-24,99.7555513553206,99.88624306619484,98.33660260559455,99.1394271850586,23164800
2019-01-25,100.11028298792478,100.70773283206964,99.1394252106484,100.04493713378906,31225600
2019-01-28,99.19543676731266,99.40081147781764,97.70181222113582,98.09388732910156,29476700
2019-01-29,97.90718526527668,97.99120543433051,95.37735699124373,96.0961685180664,31490500
2019-01-30,97.66445847761653,99.30744171142578,97.3937379497114,99.30744171142578,49471900
2019-01-31,96.89896329180942,98.22455429760602,96.32018080996387,97.48707580566406,55636400
2019-02-01,96.88030108632502,97.17902595765626,95.5453727595904,95.94678497314453,35535700
2019-02-04,96.03080477816253,98.76600726473622,95.93744746945329,98.70999145507812,31315100
2019-02-05,99.00870885703466,100.13826241001911,98.91535867752958,100.09159088134766,27325400
2019-02-06,99.88620156741139,99.88620156741139,98.51393205119183,98.9806900024414,20609800
2019-02-07,98.19654910934894,98.56994980701928,97.35638329526707,98.27122497558594,29760700
2019-02-08,97.44975374595752,98.74734067018643,97.32839920618072,98.6446533203125,21461100
2019-02-11,99.13942396287827,99.49416469986221,97.99120295149298,98.2525863647461,18914100
2019-02-12,99.08340171908816,100.01691785144978,98.4672847752542,99.78353881835938,25056600
2019-02-13,100.35299843569194,100.61438185021078,99.615519732063,99.70886993408203,18394900
2019-02-14,99.24210655618177,100.1569555808054,98.6353267140487,99.79288482666016,21784700
2019-02-15,100.73570542514979,101.09977606084941,100.2222688249779,101.02509307861328,26606900
2019-02-19,100.6236981586203,101.4358597044565,100.61436100370382,100.97843170166016,18038500
2019-02-20,101.11908704995041,101.19408901613618,99.6472074383153,100.45346069335938,21607700
2019-02-21,100.21906265032085,102.63782187813824,100.19093870739408,102.57219696044922,29063200
2019-02-22,103.17219753056223,104.25032014897984,102.95656871533099,104.03469848632812,27763200
2019-02-25,104.77533247673622,105.16908200205589,104.30658099823759,104.61595153808594,23750600
2019-02-26,104.3065777992899,106.16282959177087,104.22219881640638,105.33782958984375,21536700
2019-02-27,104.70969350341102,105.33781868368321,103.95031134640085,105.1596908569336,21487100
2019-02-28,105.03782704404264,105.82532605632403,104.74720343035492,105.02845001220703,29083900
2019-03-01,105.83470928163845,105.9565820923151,104.69095451846677,105.49720764160156,23501200
2019-03-04,105.95657665775063,106.17220547605116,103.8753261877115,105.24407958984375,26608000
2019-03-05,105.23469988747838,105.3659497204769,104.27845008240642,104.71907043457031,19538300
2019-03-06,104.87846362876437,105.61909186020827,104.46596001819302,104.76596069335938,17687000
2019-03-07,104.43783923286344,104.5784661182301,103.00346073780064,103.49095916748047,25339000
2019-03-08,102.33781194613975,103.79093703527211,102.00031035648524,103.60343933105469,22818400
2019-03-11,104.0534335156758,105.89093814088794,104.04406363755533,105.7784423828125,26491600
2019-03-12,105.76908351710622,106.8659602621938,105.60970973074238,106.51908874511719,26132700
2019-03-13,106.99721463839778,107.8128448219799,106.66909001945562,107.3440933227539,35513800
2019-03-14,107.38159593778612,108.0003442068541,107.18472116341992,107.428466796875,30763400
2019-03-15,108.1315635275819,109.92219720960713,107.42843646653964,108.66594696044922,54681100
2019-03-18,108.90972335457573,110.25972998275344,108.7972275706145,110.22222900390625,31207600
2019-03-19,110.70972239557224,111.03785415743714,109.67847055814269,110.29722595214844,37588700
2019-03-20,110.05346594184644,111.32847047060031,109.4159636774695,110.17533874511719,28113300
2019-03-21,109.81907837927045,113.26908899951594,109.77220037782938,112.70658874511719,29854400
2019-03-22,112.03159758800332,112.11596941654689,109.72534129094475,109.7347183227539,33624500
2019-03-25,109.27534349275352,110.63472708580538,109.05034478350287,110.30660247802734,27067100
2019-03-26,111.2065806955,111.2909525112157,109.54719679397265,110.54095458984375,26097700
2019-03-27,110.51285797114274,110.82223569709535,108.30035018067423,109.47222900390625,22733400
2019-03-28,110.10034375659099,110.23159359144769,108.87221008388957,109.6222152709961,18334800
2019-03-29,110.69097223397492,110.92534796980975,109.65034339466183,110.56909942626953,25399800
2019-04-01,111.51596383014106,111.66596772298894,110.71908781897977,111.58158874511719,22789100
2019-04-02,111.61909446999734,112.01285112919574,111.11284203895333,111.74097442626953,18142300
2019-04-03,112.3691183529627,112.90349481585856,111.70349203269458,112.47224426269531,22860700
2019-04-04,112.59410265702672,112.71598261795327,110.98159644158503,111.90035247802734,20112800
2019-04-05,111.92847296660453,112.71597913818316,111.90972605535296,112.39722442626953,15826200
2019-04-08,112.32221235588432,112.51908709289567,111.22533575571578,112.4347152709961,15116200
2019-04-09,111.2159695678029,112.06910066394165,111.1690987130375,111.82534790039062,17612000
2019-04-10,112.27536310242172,112.82848644814793,112.06911129466606,112.6784896850586,16477200
2019-04-11,113.00656707540406,113.29719059981392,112.425312874007,112.8096923828125,14209100
2019-04-12,113.10032950461502,113.419084154212,112.8472069130165,113.39095306396484,19745100
2019-04-15,113.38160768608788,113.98160899460126,113.03472902386804,113.48473358154297,15792600
2019-04-16,114.03784378296073,114.04722081399223,112.5940885650084,113.22221374511719,14071800
2019-04-17,113.6628459976427,114.23472332075816,113.00659684943443,114.15972137451172,19300900
2019-04-18,114.5534753564819,115.80034870912955,113.71909839345446,115.65972900390625,27991000
2019-04-22,114.9565922627562,116.25034351077039,114.9097142632124,116.02534484863281,15648700
2019-04-23,116.34410709445652,117.73161451731232,116.0909844615613,117.6003646850586,24025500
2019-04-24,117.9284785204057,117.98472639979519,116.73784595441734,117.19722747802734,31257000
2019-04-25,121.93161458168971,123.15974098808493,120.77849011757574,121.07848358154297,38033900
2019-04-26,121.59411948017802,122.36287870070032,120.95662439451826,121.77224731445312,23654900
2019-04-29,121.78162517516637,122.0441248517792,121.26601000656512,121.65975952148438,16324200
2019-04-30,121.69724618593837,122.53162317434014,121.30349669418055,122.43788146972656,24166500
2019-05-01,122.3722549561349,122.48475072884067,119.71911997693591,119.88787078857422,26821700
2019-05-02,119.98161917513818,120.00036608520415,117.67535584516847,118.32223510742188,27350200
2019-05-03,119.40036052338766,121.34098393504276,119.29723464029385,120.84410858154297,24911100
2019-05-06,118.49099125270203,120.52537083412908,118.22849158446364,120.1409912109375,24239800
2019-05-07,118.5566012808508,119.23160443016765,116.45659704609282,117.67534637451172,36017700
2019-05-08,117.60037544408019,118.47225349672027,116.95349610266268,117.66600036621094,28419000
2019-05-09,116.52224609428465,117.92850056249578,115.84724280513049,117.65662384033203,27235800
2019-05-10,117.1035102692376,119.93476635390672,116.08162821788667,119.18476104736328,30915100
2019-05-13,116.35348012601632,117.70348652859145,115.35035235537485,115.64097595214844,33944900
2019-05-14,116.12847752793819,118.0128530566601,115.9690966117004,116.93473052978516,25266300
2019-05-15,116.92532854090473,119.23070994419304,116.39837868202451,118.58143615722656,24722700
2019-05-16,119.26834188092249,121.74310575872744,118.99545881710478,121.31965637207031,30112200
2019-05-17,120.73626901996914,122.75937001525946,120.3692900462168,120.51044464111328,25770500
2019-05-20,119.05191041810473,120.0587513222741,118.33677604925599,118.76962280273438,23706900
2019-05-21,119.90819178400066,120.00228764984313,119.10836615575823,119.40947723388672,15293300
2019-05-22,119.14601576173365,120.67039475866528,119.05191270907783,120.134033203125,15396500
2019-05-23,118.75078804167151,118.8354793435768,117.37696834267142,118.73197174072266,23603800
2019-05-24,119.41890196478387,119.89879308650009,118.53438493572585,118.78844451904297,14123400
2019-05-28,119.48477826702683,120.44456775756039,118.60967291725107,118.71318054199219,23128400
2019-05-29,117.97920884368165,117.98862058514813,116.7183082912735,117.565185546875,22763100
2019-05-30,117.86627427762957,118.33676075482697,117.41460410073633,118.30853271484375,16829600
2019-05-31,116.89710815826496,117.26408714563891,116.04081906835502,116.37957000732422,26646800
2019-06-03,116.53954024535997,117.0288503752336,111.98523297885758,112.7662353515625,37983600
2019-06-04,114.1212321519846,116.00317861142777,113.52842160172017,115.89026641845703,29382600
2019-06-05,117.57459556502795,118.44029634373301,116.87827742435823,118.40265655517578,24926100
